Дата,Год,Год-мес,точка,бренд,товар,Количество,Продажи,Себестоимость
2021-08-01,2021,202108,на Ломоносова,Galosha,KA ais-3700,66,2008314,1108800.0
2021-09-01,2021,202109,на Ломоносова,Galosha,KA ais-3700,70,2132620,1176000.0
2021-10-01,2021,202110,на Ломоносова,Galosha,KA ais-3700,58,1805134,974400.0
2021-11-01,2021,202111,на Ломоносова,Galosha,KA ais-3700,41,1267228,688800.0
2021-12-01,2021,202112,на Ломоносова,Galosha,KA ais-3700,50,1532950,840000.0
2022-01-01,2022,202201,на Ломоносова,Galosha,KA ais-3700,73,2308552,1226400.0
2022-02-01,2022,202202,на Ломоносова,Galosha,KA ais-3700,46,1460914,772800.0
2022-03-01,2022,202203,на Ломоносова,Galosha,KA ais-3700,37,1161134,621600.0
2022-04-01,2022,202204,на Ломоносова,Galosha,KA ais-3700,68,2167364,1142400.0
2022-05-01,2022,202205,на Ломоносова,Galosha,KA ais-3700,86,2762062,1444800.0
2022-06-01,2022,202206,на Ломоносова,Galosha,KA ais-3700,82,2616538,1377600.0
2022-07-01,2022,202207,на Ломоносова,Galosha,KA ais-3700,86,2597716,1444800.0
2022-08-01,2022,202208,на Ломоносова,Galosha,KA ais-3700,73,2223069,1226400.0
2022-09-01,2022,202209,на Ломоносова,Galosha,KA ais-3700,77,2374680,1293600.0
2022-10-01,2022,202210,на Ломоносова,Galosha,KA ais-3700,64,2008960,1075200.0
2022-11-01,2022,202211,на Ломоносова,Galosha,KA ais-3700,46,1431658,772800.0
2022-12-01,2022,202212,на Ломоносова,Galosha,KA ais-3700,55,1714350,924000.0
2021-01-01,2021,202101,на Ломоносова,Galosha,KA ice-7591,63,1043028,387450.0
2021-02-01,2021,202102,на Ломоносова,Galosha,KA ice-7591,40,681440,246000.0
2021-03-01,2021,202103,на Ломоносова,Galosha,KA ice-7591,32,503008,196800.0
2021-04-01,2021,202104,на Ломоносова,Galosha,KA ice-7591,59,991495,362850.0
2021-05-01,2021,202105,на Ломоносова,Galosha,KA ice-7591,75,1254525,461250.0
2021-06-01,2021,202106,на Ломоносова,Galosha,KA ice-7591,71,1151549,436650.0
2021-07-01,2021,202107,на Ломоносова,Galosha,KA ice-7591,75,1158750,461250.0
2021-08-01,2021,202108,на Ломоносова,Galosha,KA ice-7591,63,1019844,387450.0
2021-09-01,2021,202109,на Ломоносова,Galosha,KA ice-7591,67,1043793,412050.0
2021-10-01,2021,202110,на Ломоносова,Galosha,KA ice-7591,55,890340,338250.0
2021-11-01,2021,202111,на Ломоносова,Galosha,KA ice-7591,40,633120,246000.0
2021-12-01,2021,202112,на Ломоносова,Galosha,KA ice-7591,47,744010,289050.0
2022-01-01,2022,202201,на Ломоносова,Galosha,KA ice-7591,69,1140156,424350.0
2022-02-01,2022,202202,на Ломоносова,Galosha,KA ice-7591,44,719180,270600.0
2022-03-01,2022,202203,на Ломоносова,Galosha,KA ice-7591,35,562625,215250.0
2022-04-01,2022,202204,на Ломоносова,Galosha,KA ice-7591,65,1083940,399750.0
2022-05-01,2022,202205,на Ломоносова,Galosha,KA ice-7591,82,1409744,504300.0
2022-06-01,2022,202206,на Ломоносова,Galosha,KA ice-7591,78,1245270,479700.0
2022-07-01,2022,202207,на Ломоносова,Galosha,KA ice-7591,82,1194904,504300.0
2022-08-01,2022,202208,на Ломоносова,Galosha,KA ice-7591,69,1041348,424350.0
2022-09-01,2022,202209,на Ломоносова,Galosha,KA ice-7591,74,1215894,455100.0
2022-10-01,2022,202210,на Ломоносова,Galosha,KA ice-7591,61,1035597,375150.0
2022-11-01,2022,202211,на Ломоносова,Galosha,KA ice-7591,44,709148,270600.0
2022-12-01,2022,202212,на Ломоносова,Galosha,KA ice-7591,52,825760,319800.0
2021-01-01,2021,202101,на Ломоносова,Galosha,KA ai-2818,83,968029,365200.0
2021-02-01,2021,202102,на Ломоносова,Galosha,KA ai-2818,52,651976,228800.0
2021-03-01,2021,202103,на Ломоносова,Galosha,KA ai-2818,42,491232,184800.0
2021-04-01,2021,202104,на Ломоносова,Galosha,KA ai-2818,77,984907,338800.0
2021-05-01,2021,202105,на Ломоносова,Galosha,KA ai-2818,98,1240190,431200.0
2021-06-01,2021,202106,на Ломоносова,Galosha,KA ai-2818,93,1096005,409200.0
2021-07-01,2021,202107,на Ломоносова,Galosha,KA ai-2818,98,1094268,431200.0
2021-08-01,2021,202108,на Ломоносова,Galosha,KA ai-2818,83,991269,365200.0
2021-09-01,2021,202109,на Ломоносова,Galosha,KA ai-2818,88,1038664,387200.0
2021-10-01,2021,202110,на Ломоносова,Galosha,KA ai-2818,72,924480,316800.0
2021-11-01,2021,202111,на Ломоносова,Galosha,KA ai-2818,52,647920,228800.0
2021-12-01,2021,202112,на Ломоносова,Galosha,KA ai-2818,62,729368,272800.0
2022-01-01,2022,202201,на Ломоносова,Galosha,KA ai-2818,91,1126853,400400.0
2022-02-01,2022,202202,на Ломоносова,Galosha,KA ai-2818,57,695400,250800.0
2022-03-01,2022,202203,на Ломоносова,Galosha,KA ai-2818,46,527022,202400.0
2022-04-01,2022,202204,на Ломоносова,Galosha,KA ai-2818,85,1133900,374000.0
2022-05-01,2022,202205,на Ломоносова,Galosha,KA ai-2818,108,1392876,475200.0
2022-06-01,2022,202206,на Ломоносова,Galosha,KA ai-2818,102,1320084,448800.0
2022-07-01,2022,202207,на Ломоносова,Galosha,KA ai-2818,108,1131516,475200.0
2022-08-01,2022,202208,на Ломоносова,Galosha,KA ai-2818,91,1084538,400400.0
2022-09-01,2022,202209,на Ломоносова,Galosha,KA ai-2818,96,1135104,422400.0
2022-10-01,2022,202210,на Ломоносова,Galosha,KA ai-2818,80,972880,352000.0
2022-11-01,2022,202211,на Ломоносова,Galosha,KA ai-2818,57,675336,250800.0
2022-12-01,2022,202212,на Ломоносова,Galosha,KA ai-2818,68,773636,299200.0
2021-01-01,2021,202101,на Ломоносова,Babidas,BA air-5353,42,205506,76146.0
2021-02-01,2021,202102,на Ломоносова,Babidas,BA air-5353,26,144326,47138.0
2021-03-01,2021,202103,на Ломоносова,Babidas,BA air-5353,21,98868,38073.0
2021-04-01,2021,202104,на Ломоносова,Babidas,BA air-5353,39,202995,70707.0
2021-05-01,2021,202105,на Ломоносова,Babidas,BA air-5353,50,282050,90650.0
2021-06-01,2021,202106,на Ломоносова,Babidas,BA air-5353,47,231052,85211.0
2021-07-01,2021,202107,на Ломоносова,Babidas,BA air-5353,50,158750,90650.0
2021-08-01,2021,202108,на Ломоносова,Babidas,BA air-5353,42,193116,76146.0
2021-09-01,2021,202109,на Ломоносова,Babidas,BA air-5353,44,193160,79772.0
2021-10-01,2021,202110,на Ломоносова,Babidas,BA air-5353,37,199208,67081.0
2021-11-01,2021,202111,на Ломоносова,Babidas,BA air-5353,26,119158,47138.0
2021-12-01,2021,202112,на Ломоносова,Babidas,BA air-5353,32,141120,58016.0
2022-01-01,2022,202201,на Ломоносова,Babidas,BA air-5353,46,216706,83398.0
2022-02-01,2022,202202,на Ломоносова,Babidas,BA air-5353,29,142013,52577.0
2022-03-01,2022,202203,на Ломоносова,Babidas,BA air-5353,23,107410,41699.0
2022-04-01,2022,202204,на Ломоносова,Babidas,BA air-5353,43,206056,77959.0
2022-05-01,2022,202205,на Ломоносова,Babidas,BA air-5353,55,312290,99715.0
2022-06-01,2022,202206,на Ломоносова,Babidas,BA air-5353,52,227032,94276.0
2022-07-01,2022,202207,на Ломоносова,Babidas,BA air-5353,55,181555,99715.0
2022-08-01,2022,202208,на Ломоносова,Babidas,BA air-5353,46,231564,83398.0
2022-09-01,2022,202209,на Ломоносова,Babidas,BA air-5353,49,207956,88837.0
2022-10-01,2022,202210,на Ломоносова,Babidas,BA air-5353,40,197520,72520.0
2022-11-01,2022,202211,на Ломоносова,Babidas,BA air-5353,29,150713,52577.0
2022-12-01,2022,202212,на Ломоносова,Babidas,BA air-5353,35,170100,63455.0
2021-01-01,2021,202101,на Ломоносова,Babidas,BA grou-9248,33,134211,37950.0
2021-02-01,2021,202102,на Ломоносова,Babidas,BA grou-9248,21,86709,24150.0
2021-03-01,2021,202103,на Ломоносова,Babidas,BA grou-9248,17,58225,19550.0
2021-04-01,2021,202104,на Ломоносова,Babidas,BA grou-9248,31,121303,35650.0
2021-05-01,2021,202105,на Ломоносова,Babidas,BA grou-9248,39,178581,44850.0
2021-06-01,2021,202106,на Ломоносова,Babidas,BA grou-9248,37,138195,42550.0
2021-07-01,2021,202107,на Ломоносова,Babidas,BA grou-9248,39,85293,44850.0
2021-08-01,2021,202108,на Ломоносова,Babidas,BA grou-9248,33,109626,37950.0
2021-09-01,2021,202109,на Ломоносова,Babidas,BA grou-9248,35,116795,40250.0
2021-10-01,2021,202110,на Ломоносова,Babidas,BA grou-9248,29,110664,33350.0
2021-11-01,2021,202111,на Ломоносова,Babidas,BA grou-9248,21,85281,24150.0
2021-12-01,2021,202112,на Ломоносова,Babidas,BA grou-9248,25,82400,28750.0
2022-01-01,2022,202201,на Ломоносова,Babidas,BA grou-9248,36,129780,41400.0
2022-02-01,2022,202202,на Ломоносова,Babidas,BA grou-9248,23,106283,26450.0
2022-03-01,2022,202203,на Ломоносова,Babidas,BA grou-9248,18,63054,20700.0
2022-04-01,2022,202204,на Ломоносова,Babidas,BA grou-9248,34,153238,39100.0
2022-05-01,2022,202205,на Ломоносова,Babidas,BA grou-9248,43,206873,49450.0
2022-06-01,2022,202206,на Ломоносова,Babidas,BA grou-9248,41,158711,47150.0
2022-07-01,2022,202207,на Ломоносова,Babidas,BA grou-9248,43,110940,49450.0
2022-08-01,2022,202208,на Ломоносова,Babidas,BA grou-9248,36,125316,41400.0
2022-09-01,2022,202209,на Ломоносова,Babidas,BA grou-9248,38,120080,43700.0
2022-10-01,2022,202210,на Ломоносова,Babidas,BA grou-9248,32,148256,36800.0
2022-11-01,2022,202211,на Ломоносова,Babidas,BA grou-9248,23,95887,26450.0
2022-12-01,2022,202212,на Ломоносова,Babidas,BA grou-9248,27,101898,31050.0
2021-01-01,2021,202101,на Ломоносова,Babidas,BA gre-3658,42,188664,56028.0
2021-02-01,2021,202102,на Ломоносова,Babidas,BA gre-3658,27,133299,36018.0
2021-03-01,2021,202103,на Ломоносова,Babidas,BA gre-3658,21,87234,28014.0
2021-04-01,2021,202104,на Ломоносова,Babidas,BA gre-3658,40,182120,53360.0
2021-05-01,2021,202105,на Ломоносова,Babidas,BA gre-3658,50,254950,66700.0
2021-06-01,2021,202106,на Ломоносова,Babidas,BA gre-3658,47,215824,62698.0
2021-07-01,2021,202107,на Ломоносова,Babidas,BA gre-3658,50,143050,66700.0
2021-08-01,2021,202108,на Ломоносова,Babidas,BA gre-3658,42,134610,56028.0
2021-09-01,2021,202109,на Ломоносова,Babidas,BA gre-3658,45,149670,60030.0
2021-10-01,2021,202110,на Ломоносова,Babidas,BA gre-3658,37,168905,49358.0
2021-11-01,2021,202111,на Ломоносова,Babidas,BA gre-3658,27,112725,36018.0
2021-12-01,2021,202112,на Ломоносова,Babidas,BA gre-3658,32,121216,42688.0
2022-01-01,2022,202201,на Ломоносова,Babidas,BA gre-3658,46,188002,61364.0
2022-02-01,2022,202202,на Ломоносова,Babidas,BA gre-3658,29,127600,38686.0
2022-03-01,2022,202203,на Ломоносова,Babidas,BA gre-3658,23,87653,30682.0
2022-04-01,2022,202204,на Ломоносова,Babidas,BA gre-3658,44,198484,58696.0
2022-05-01,2022,202205,на Ломоносова,Babidas,BA gre-3658,55,227865,73370.0
2022-06-01,2022,202206,на Ломоносова,Babidas,BA gre-3658,52,230464,69368.0
2022-07-01,2022,202207,на Ломоносова,Babidas,BA gre-3658,55,165110,73370.0
2022-08-01,2022,202208,на Ломоносова,Babidas,BA gre-3658,46,144164,61364.0
2022-09-01,2022,202209,на Ломоносова,Babidas,BA gre-3658,49,210945,65366.0
2022-10-01,2022,202210,на Ломоносова,Babidas,BA gre-3658,41,176505,54694.0
2022-11-01,2022,202211,на Ломоносова,Babidas,BA gre-3658,29,120495,38686.0
2022-12-01,2022,202212,на Ломоносова,Babidas,BA gre-3658,35,142485,46690.0
2021-01-01,2021,202101,на Ломоносова,Babidas,BA earth-3530,35,199955,70560.0
2021-02-01,2021,202102,на Ломоносова,Babidas,BA earth-3530,22,122144,44352.0
2021-03-01,2021,202103,на Ломоносова,Babidas,BA earth-3530,18,91188,36288.0
2021-04-01,2021,202104,на Ломоносова,Babidas,BA earth-3530,33,195591,66528.0
2021-05-01,2021,202105,на Ломоносова,Babidas,BA earth-3530,42,259770,84672.0
2021-06-01,2021,202106,на Ломоносова,Babidas,BA earth-3530,39,208260,78624.0
2021-07-01,2021,202107,на Ломоносова,Babidas,BA earth-3530,42,179466,84672.0
2021-08-01,2021,202108,на Ломоносова,Babidas,BA earth-3530,35,171990,70560.0
2021-09-01,2021,202109,на Ломоносова,Babidas,BA earth-3530,37,201243,74592.0
2021-10-01,2021,202110,на Ломоносова,Babidas,BA earth-3530,31,177537,62496.0
2021-11-01,2021,202111,на Ломоносова,Babidas,BA earth-3530,22,116358,44352.0
2021-12-01,2021,202112,на Ломоносова,Babidas,BA earth-3530,26,144248,52416.0
2022-01-01,2022,202201,на Ломоносова,Babidas,BA earth-3530,39,204477,78624.0
2022-02-01,2022,202202,на Ломоносова,Babidas,BA earth-3530,24,127416,48384.0
2022-03-01,2022,202203,на Ломоносова,Babidas,BA earth-3530,20,101520,40320.0
2022-04-01,2022,202204,на Ломоносова,Babidas,BA earth-3530,36,211140,72576.0
2022-05-01,2022,202205,на Ломоносова,Babidas,BA earth-3530,46,288328,92736.0
2022-06-01,2022,202206,на Ломоносова,Babidas,BA earth-3530,43,209367,86688.0
2022-07-01,2022,202207,на Ломоносова,Babidas,BA earth-3530,46,199548,92736.0
2022-08-01,2022,202208,на Ломоносова,Babidas,BA earth-3530,39,187707,78624.0
2022-09-01,2022,202209,на Ломоносова,Babidas,BA earth-3530,41,222671,82656.0
2022-10-01,2022,202210,на Ломоносова,Babidas,BA earth-3530,34,184280,68544.0
2022-11-01,2022,202211,на Ломоносова,Babidas,BA earth-3530,24,119712,48384.0
2022-12-01,2022,202212,на Ломоносова,Babidas,BA earth-3530,29,122351,58464.0
2021-01-01,2021,202101,на Ломоносова,Babidas,BA ais-1740,32,107712,29920.000000000004
2021-02-01,2021,202102,на Ломоносова,Babidas,BA ais-1740,20,54240,18700.000000000004
2021-03-01,2021,202103,на Ломоносова,Babidas,BA ais-1740,16,41072,14960.000000000002
2021-04-01,2021,202104,на Ломоносова,Babidas,BA ais-1740,30,97860,28050.000000000004
2021-05-01,2021,202105,на Ломоносова,Babidas,BA ais-1740,38,135014,35530.00000000001
2021-06-01,2021,202106,на Ломоносова,Babidas,BA ais-1740,36,98136,33660.00000000001
2021-07-01,2021,202107,на Ломоносова,Babidas,BA ais-1740,38,57000,35530.00000000001
2021-08-01,2021,202108,на Ломоносова,Babidas,BA ais-1740,32,83168,29920.000000000004
2021-09-01,2021,202109,на Ломоносова,Babidas,BA ais-1740,34,76806,31790.000000000004
2021-10-01,2021,202110,на Ломоносова,Babidas,BA ais-1740,28,102116,26180.000000000004
2021-11-01,2021,202111,на Ломоносова,Babidas,BA ais-1740,20,60940,18700.000000000004
2021-12-01,2021,202112,на Ломоносова,Babidas,BA ais-1740,24,75216,22440.000000000004
2022-01-01,2022,202201,на Ломоносова,Babidas,BA ais-1740,35,114940,32725.000000000004
2022-02-01,2022,202202,на Ломоносова,Babidas,BA ais-1740,22,69168,20570.000000000004
2022-03-01,2022,202203,на Ломоносова,Babidas,BA ais-1740,18,50868,16830.000000000004
2022-04-01,2022,202204,на Ломоносова,Babidas,BA ais-1740,33,102036,30855.000000000004
2022-05-01,2022,202205,на Ломоносова,Babidas,BA ais-1740,41,171667,38335.00000000001
2022-06-01,2022,202206,на Ломоносова,Babidas,BA ais-1740,39,148200,36465.00000000001
2022-07-01,2022,202207,на Ломоносова,Babidas,BA ais-1740,41,68019,38335.00000000001
2022-08-01,2022,202208,на Ломоносова,Babidas,BA ais-1740,35,79520,32725.000000000004
2022-09-01,2022,202209,на Ломоносова,Babidas,BA ais-1740,37,105117,34595.00000000001
2022-10-01,2022,202210,на Ломоносова,Babidas,BA ais-1740,31,91729,28985.000000000004
2022-11-01,2022,202211,на Ломоносова,Babidas,BA ais-1740,22,68376,20570.000000000004
2022-12-01,2022,202212,на Ломоносова,Babidas,BA ais-1740,26,52650,24310.000000000004
2021-01-01,2021,202101,на Ломоносова,Babidas,BA ice-4231,39,182832,77064.0
2021-02-01,2021,202102,на Ломоносова,Babidas,BA ice-4231,25,122225,49400.0
2021-03-01,2021,202103,на Ломоносова,Babidas,BA ice-4231,20,92260,39520.0
2021-04-01,2021,202104,на Ломоносова,Babidas,BA ice-4231,37,201650,73112.0
2021-05-01,2021,202105,на Ломоносова,Babidas,BA ice-4231,46,298770,90896.0
2021-06-01,2021,202106,на Ломоносова,Babidas,BA ice-4231,44,229416,86944.0
2021-07-01,2021,202107,на Ломоносова,Babidas,BA ice-4231,46,132664,90896.0
2021-08-01,2021,202108,на Ломоносова,Babidas,BA ice-4231,39,175890,77064.0
2021-09-01,2021,202109,на Ломоносова,Babidas,BA ice-4231,41,202212,81016.0
2021-10-01,2021,202110,на Ломоносова,Babidas,BA ice-4231,34,182750,67184.0
2021-11-01,2021,202111,на Ломоносова,Babidas,BA ice-4231,25,136625,49400.0
